mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
weight_test_unsigned0.0,104,0.6,0.6,0.1,3.6002891063690186,3.7099148812170597,2.0094845294952393,2.0674290657043457,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.6,0.5,4.319397926330566,7.044285228552695,2.352471113204956,2.948533296585083,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.6,1.0,4.3139262199401855,7.664171705773185,2.732844352722168,3.7328126430511475,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.6,1.5,4.298888683319092,7.989029844207671,2.9606640338897705,4.129500389099121,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.8,0.1,4.144795894622803,4.409034562928724,2.1734330654144287,2.238025188446045,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.8,0.5,4.854968547821045,7.955893546140523,2.5502614974975586,3.1997287273406982,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.8,1.0,4.872659206390381,8.773180315321131,2.9586052894592285,4.0514445304870605,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,0.8,1.5,4.821110725402832,9.004334104089821,3.202719211578369,4.488038539886475,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,1.0,0.1,4.923263072967529,5.334415948619878,2.3990912437438965,2.4756364822387695,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,1.0,0.5,5.526186466217041,9.381151444878526,2.8170127868652344,3.5396950244903564,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,1.0,1.0,5.464344501495361,9.88556228360261,3.258464813232422,4.476238250732422,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.6,1.0,1.5,5.319112300872803,9.949341324741908,3.5197770595550537,4.965208053588867,0.0009280519443564117,0.5628097057342529,0.8963917938895556,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.8,0.6,0.1,4.393337726593018,4.52312613155658,2.4590132236480713,2.52439546585083,0.0012374025536701083,0.5628095865249634,0.8963917027065043,10412346,weight_test_unsigned_chunk_8
weight_test_unsigned0.0,104,0.8,0.6,0.5,5.196847438812256,8.33679687233532,2.8305485248565674,3.477259397506714,0.0012374025536701083,0.5628095865249634,0.8963917027065043,10412346,weight_test_unsigned_chunk_8
