mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
weight_test_unsigned0.0,142,0.6,0.6,0.1,3.4459993839263916,3.671759531170892,2.0129594802856445,2.047966718673706,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.6,0.5,4.066748142242432,6.091175759536782,2.135359764099121,2.408723831176758,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.6,1.0,4.051083564758301,7.7453332911127575,2.2977843284606934,2.875072956085205,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.6,1.5,3.9734137058258057,7.973469269967188,2.413644313812256,3.218165397644043,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.8,0.1,3.956221342086792,4.169000054814569,2.182561159133911,2.2116129398345947,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.8,0.5,4.47501277923584,6.767668909089011,2.3194053173065186,2.6117916107177734,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.8,1.0,4.457830905914307,8.191161270234545,2.4969303607940674,3.131308078765869,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,0.8,1.5,4.365427494049072,8.549489032419928,2.62001633644104,3.514613628387451,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,1.0,0.1,4.610508918762207,4.9610368121083,2.4128034114837646,2.440477132797241,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,1.0,0.5,5.083436965942383,7.6164936867812685,2.567941188812256,2.899853467941284,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,1.0,1.0,5.068986892700195,9.099896534867497,2.7633161544799805,3.4930412769317627,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.6,1.0,1.5,4.990530967712402,9.564699671091422,2.8946547508239746,3.925349235534668,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.6,0.1,4.1038618087768555,4.323064662917606,2.2097513675689697,2.259570360183716,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.6,0.5,4.753368854522705,7.170609642463205,2.368936777114868,2.679234504699707,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.6,1.0,4.702048301696777,8.66335624111207,2.5855484008789062,3.2340035438537598,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.6,1.5,4.581265449523926,9.11532638971039,2.7396602630615234,3.636645555496216,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.8,0.1,4.706639289855957,4.9883959176228245,2.4388813972473145,2.487881898880005,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.8,0.5,5.254824638366699,7.8748674087952395,2.6265132427215576,2.980818271636963,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.8,1.0,5.196506023406982,9.319836226057404,2.871622323989868,3.6239700317382812,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,0.8,1.5,5.047204494476318,9.821421045086026,3.039334297180176,4.089947700500488,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,1.0,0.1,5.5085272789001465,5.905355710045569,2.802037000656128,2.8514351844787598,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,1.0,0.5,5.950596332550049,8.830382127688836,3.0219361782073975,3.4490396976470947,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,1.0,1.0,5.828261375427246,10.332795341255519,3.296508550643921,4.210954666137695,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.8,1.0,1.5,5.689401626586914,10.758425879125186,3.476526975631714,4.751642227172852,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.95,0.6,0.1,4.287698268890381,4.430892288186442,1.978794813156128,2.1342616081237793,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_unsigned_chunk_11
weight_test_unsigned0.0,142,0.95,0.6,0.5,4.988577365875244,7.456135856086587,2.3372111320495605,2.697063446044922,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_unsigned_chunk_11
