mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
weight_test_signed0.0,226,0.6,0.6,0.1,3.084894895553589,3.1685309452054184,1.529742956161499,1.558616042137146,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.6,0.5,3.5311787128448486,5.408066834334932,1.7003560066223145,2.051379680633545,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.6,1.0,3.73699951171875,7.018399943952318,1.942186713218689,2.681232452392578,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.6,1.5,3.9826903343200684,7.455900990565169,2.113879442214966,3.123872995376587,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.8,0.1,3.348973274230957,3.452754006633313,1.6377719640731812,1.6651827096939087,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.8,0.5,4.073810577392578,6.241051856927612,1.816237449645996,2.1785168647766113,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.8,1.0,4.32811164855957,8.172147146366683,2.066787004470825,2.839817762374878,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,0.8,1.5,4.438523769378662,8.534233798430208,2.2478432655334473,3.3102455139160156,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,1.0,0.1,4.684114933013916,4.8602837705826225,1.792153000831604,1.820091962814331,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,1.0,0.5,5.042290210723877,7.710072736302855,1.9799250364303589,2.36098051071167,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,1.0,1.0,4.984676361083984,9.318686658260162,2.2445244789123535,3.0731515884399414,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.6,1.0,1.5,5.012729167938232,9.700661941605858,2.441584587097168,3.589357614517212,0.0009280519443564117,0.5628097057342529,0.8963917938895556,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.6,0.1,4.093071460723877,4.179748688253312,1.7933722734451294,1.8226934671401978,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.6,0.5,4.517181873321533,6.72429499590362,1.986528992652893,2.4437379837036133,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.6,1.0,4.9280781745910645,8.472347621593144,2.367370128631592,3.2964913845062256,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.6,1.5,4.937504768371582,8.849857209035527,2.6280035972595215,3.8522467613220215,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.8,0.1,4.868197917938232,4.973500316043442,1.9468533992767334,1.9741631746292114,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.8,0.5,5.196667671203613,7.768051650393602,2.151963949203491,2.620333433151245,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.8,1.0,5.49279260635376,9.583002105392325,2.5399930477142334,3.5131030082702637,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,0.8,1.5,5.426888465881348,9.929153845030669,2.8124520778656006,4.114315986633301,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,1.0,0.1,5.720505237579346,5.922395422071759,2.1906542778015137,2.2196688652038574,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
weight_test_signed0.0,226,0.8,1.0,0.5,6.092916488647461,9.159193167307762,2.413013219833374,2.9027926921844482,0.0012374025536701083,0.5628095865249634,0.8963917027065043,22612346,weight_test_signed_chunk_18
