mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src
sign_test0.0,0,0.6,0.6,0.1,4.560678005218506,4.861552178859711,1.5899678468704224,1.64474356174469,chunk_0
sign_test0.0,0,0.6,0.6,0.5,3.941482543945313,5.353629410266876,1.9965955018997192,2.5589730739593506,chunk_0
sign_test0.0,0,0.6,0.6,1.0,2.0856003761291504,3.664454996585846,1.990566611289978,3.114950180053711,chunk_0
sign_test0.0,0,0.6,0.6,1.5,2.318206787109375,3.357799887657165,2.4275927543640137,4.43356990814209,chunk_0
sign_test0.0,0,0.6,0.8,0.1,5.124349117279053,5.402089238166809,1.6729612350463867,1.7317557334899902,chunk_0
sign_test0.0,0,0.6,0.8,0.5,4.600913047790527,6.430252194404602,2.1056065559387207,2.748963594436645,chunk_0
sign_test0.0,0,0.6,0.8,1.0,3.5000100135803223,4.800275385379791,2.596524715423584,4.2172698974609375,chunk_0
sign_test0.0,0,0.6,0.8,1.5,2.6847739219665527,4.096467852592468,2.5927987098693848,4.453672885894775,chunk_0
sign_test0.0,0,0.6,1.0,0.1,5.614620685577393,6.29166978597641,1.7925968170166016,1.8729642629623413,chunk_0
sign_test0.0,0,0.6,1.0,0.5,4.327779293060303,5.321661949157715,2.2774550914764404,3.1879985332489014,chunk_0
sign_test0.0,0,0.6,1.0,1.0,3.9126057624816895,5.729329466819763,2.6117589473724365,4.328427314758301,chunk_0
sign_test0.0,0,0.6,1.0,1.5,3.163540363311768,4.153771162033081,2.5809099674224854,4.579321384429932,chunk_0
sign_test0.0,0,0.8,0.6,0.1,5.274767875671387,5.6342384815216064,1.81762969493866,1.8619710206985476,chunk_0
sign_test0.0,0,0.8,0.6,0.5,5.079501628875732,7.593434035778046,2.0428240299224854,2.8204665184021,chunk_0
sign_test0.0,0,0.8,0.6,1.0,3.165996551513672,4.05249410867691,2.7070698738098145,4.225073337554932,chunk_0
sign_test0.0,0,0.8,0.6,1.5,2.1970090866088867,3.5046483278274536,3.0223891735076904,5.393343925476074,chunk_0
sign_test0.0,0,0.8,0.8,0.1,6.163347244262695,6.758528053760529,2.121731758117676,2.2094359397888184,chunk_0
sign_test0.0,0,0.8,0.8,0.5,4.082147121429443,6.353919446468353,2.3095319271087646,3.0023136138916016,chunk_0
sign_test0.0,0,0.8,0.8,1.0,3.689948081970215,5.352506935596466,3.065951108932495,5.18919849395752,chunk_0
sign_test0.0,0,0.8,0.8,1.5,2.9040865898132324,4.231530129909515,2.872284412384033,5.557505130767822,chunk_0
sign_test0.0,0,0.8,1.0,0.1,6.735790729522705,7.507463812828064,2.1873059272766118,2.2611451148986816,chunk_0
sign_test0.0,0,0.8,1.0,0.5,4.759968280792236,5.720547914505005,2.777493476867676,3.9071662425994873,chunk_0
sign_test0.0,0,0.8,1.0,1.0,3.730824708938599,5.024807810783386,3.0640830993652344,5.232400417327881,chunk_0
sign_test0.0,0,0.8,1.0,1.5,2.7849738597869877,4.581941545009613,3.1913259029388428,6.188680171966553,chunk_0
sign_test0.0,0,0.95,0.6,0.1,5.454703330993652,5.69525933265686,2.396600246429444,2.532245635986328,chunk_0
sign_test0.0,0,0.95,0.6,0.5,4.659322738647461,5.7894644141197205,2.720935344696045,3.641519069671631,chunk_0
sign_test0.0,0,0.95,0.6,1.0,2.8145480155944824,4.339967608451843,3.763728618621826,6.383679866790772,chunk_0
sign_test0.0,0,0.95,0.6,1.5,2.541703462600708,4.131376504898071,3.494237899780273,6.270749092102051,chunk_0
sign_test0.0,0,0.95,0.8,0.1,6.992687702178955,7.458949863910675,2.684887647628784,2.743505954742432,chunk_0
sign_test0.0,0,0.95,0.8,0.5,5.202346324920654,7.342648327350616,3.37013578414917,4.754191875457764,chunk_0
sign_test0.0,0,0.95,0.8,1.0,2.8567614555358887,3.859189808368683,3.207796096801758,5.432491302490234,chunk_0
sign_test0.0,0,0.95,0.8,1.5,1.976341962814331,3.5074722170829773,4.070106983184815,8.101064682006836,chunk_0
sign_test0.0,0,0.95,1.0,0.1,7.468570709228516,8.422146677970886,3.4049978256225586,3.6357829570770255,chunk_0
sign_test0.0,0,0.95,1.0,0.5,5.888189315795898,9.080661594867706,3.89153790473938,5.510288238525391,chunk_0
