mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
weight_test_signed0.0,190,0.6,0.6,0.1,3.2798404693603516,3.676629353951057,2.0548620223999023,2.095869779586792,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.6,0.5,4.080786228179932,6.335595476461322,2.293212413787842,2.774104595184326,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.6,1.0,4.006593227386475,7.201417927897296,2.4778997898101807,3.3686482906341553,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.6,1.5,3.9434778690338135,7.088510386548478,2.54707407951355,3.691795587539673,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.8,0.1,3.9956753253936768,4.4064569593653005,2.175081491470337,2.2252118587493896,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.8,0.5,4.681945323944092,7.108268662930357,2.4435250759124756,2.97434663772583,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.8,1.0,4.620865345001221,8.13185711469395,2.6522350311279297,3.624702215194702,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,0.8,1.5,4.522454738616943,8.146345305120576,2.7294442653656006,3.9799914360046387,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,1.0,0.1,4.99475622177124,5.553299278041777,2.3455450534820557,2.397874355316162,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,1.0,0.5,5.57292366027832,8.433432181267591,2.659200668334961,3.2481093406677246,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,1.0,1.0,5.479190349578857,9.37135001318309,2.9032230377197266,3.976301908493042,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.6,1.0,1.5,5.265071868896484,9.371501651779909,2.990576982498169,4.369060516357422,0.0009280519443564117,0.5628097057342529,0.8963917938895556,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.6,0.1,4.180809020996094,4.687739097456642,2.496027708053589,2.542829990386963,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.6,0.5,4.821157455444336,7.302047055385531,2.769444227218628,3.3107264041900635,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.6,1.0,4.731501579284668,8.30399560954288,2.9825193881988525,4.017838954925537,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.6,1.5,4.606075763702393,8.218279166395575,3.058971881866455,4.412931442260742,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.8,0.1,5.114435195922852,5.647518506732922,2.677564859390259,2.734955310821533,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.8,0.5,5.620755195617676,8.382529444639658,2.997457265853882,3.617297649383545,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.8,1.0,5.424606800079346,9.291051714060629,3.242868185043335,4.413908004760742,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,0.8,1.5,5.208380699157715,9.235583099704854,3.328364849090576,4.855376720428467,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
weight_test_signed0.0,190,0.8,1.0,0.1,5.994904518127441,6.655544688412192,2.964803695678711,3.0326499938964844,0.0012374025536701083,0.5628095865249634,0.8963917027065043,19012346,weight_test_signed_chunk_15
