mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
weight_test_signed0.0,142,0.6,0.6,0.1,3.4459993839263916,3.671759531170892,2.0129594802856445,2.047966718673706,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.6,0.5,4.066748142242432,6.091175759536782,2.135359764099121,2.408723831176758,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.6,1.0,4.051083564758301,7.7453332911127575,2.2977843284606934,2.875072956085205,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.6,1.5,3.9734137058258057,7.973469269967188,2.413644313812256,3.218165397644043,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.8,0.1,3.956221342086792,4.169000054814569,2.182561159133911,2.2116129398345947,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.8,0.5,4.47501277923584,6.767668909089011,2.3194053173065186,2.6117916107177734,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.8,1.0,4.457830905914307,8.191161270234545,2.4969303607940674,3.131308078765869,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,0.8,1.5,4.365427494049072,8.549489032419928,2.62001633644104,3.514613628387451,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,1.0,0.1,4.610508918762207,4.9610368121083,2.4128034114837646,2.440477132797241,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,1.0,0.5,5.083436965942383,7.6164936867812685,2.567941188812256,2.899853467941284,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,1.0,1.0,5.068986892700195,9.099896534867497,2.7633161544799805,3.4930412769317627,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.6,1.0,1.5,4.990530967712402,9.564699671091422,2.8946547508239746,3.925349235534668,0.0009280519443564117,0.5628097057342529,0.8963917938895556,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.6,0.1,4.1038618087768555,4.323064662917606,2.2097513675689697,2.259570360183716,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.6,0.5,4.753368854522705,7.170609642463205,2.368936777114868,2.679234504699707,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.6,1.0,4.702048301696777,8.66335624111207,2.5855484008789062,3.2340035438537598,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.6,1.5,4.581265449523926,9.11532638971039,2.7396602630615234,3.636645555496216,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.8,0.1,4.706639289855957,4.9883959176228245,2.4388813972473145,2.487881898880005,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.8,0.5,5.254824638366699,7.8748674087952395,2.6265132427215576,2.980818271636963,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.8,1.0,5.196506023406982,9.319836226057404,2.871622323989868,3.6239700317382812,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,0.8,1.5,5.047204494476318,9.821421045086026,3.039334297180176,4.089947700500488,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,1.0,0.1,5.5085272789001465,5.905355710045569,2.802037000656128,2.8514351844787598,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,1.0,0.5,5.950596332550049,8.830382127688836,3.0219361782073975,3.4490396976470947,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,1.0,1.0,5.828261375427246,10.332795341255519,3.296508550643921,4.210954666137695,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.8,1.0,1.5,5.689401626586914,10.758425879125186,3.476526975631714,4.751642227172852,0.0012374025536701083,0.5628095865249634,0.8963917027065043,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.6,0.1,4.287698268890381,4.430892288186442,1.978794813156128,2.1342616081237793,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.6,0.5,4.988577365875244,7.456135856086587,2.3372111320495605,2.697063446044922,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.6,1.0,5.0173563957214355,9.16684493992294,2.675337076187134,3.3649940490722656,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.6,1.5,4.8805060386657715,9.709893475916317,2.891082286834717,3.839197874069214,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.8,0.1,5.121937274932861,5.371254444577687,2.221801519393921,2.358196496963501,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.8,0.5,5.742131233215332,8.426126660840147,2.664316415786743,3.0773167610168457,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.8,1.0,5.59714937210083,9.945914880450232,3.0508534908294678,3.8815224170684814,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,0.8,1.5,5.412007808685303,10.416191840808096,3.2879252433776855,4.440249443054199,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,1.0,0.1,6.386659622192383,6.809427847435472,2.664865255355835,2.8034138679504395,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,1.0,0.5,6.443078517913818,9.429040504147608,3.2011687755584717,3.736614942550659,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,1.0,1.0,6.278937816619873,10.89591098925166,3.6341776847839355,4.705814361572266,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,0.95,1.0,1.5,6.108486652374268,11.337376238286538,3.888363838195801,5.357216835021973,0.0014694154961034656,0.5628095865249634,0.8920824145035202,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.6,0.1,4.469486236572266,4.646036323771867,2.3062949180603027,2.4992189407348633,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.6,0.5,4.7493085861206055,6.99090067154288,2.105701446533203,2.3667185306549072,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.6,1.0,4.8730363845825195,8.939909529283568,2.6047210693359375,3.109166145324707,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.6,1.5,4.823451042175293,9.643161622789194,2.8924319744110107,3.7740683555603027,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.8,0.1,5.262836933135986,5.523027697106878,2.585552453994751,2.781508445739746,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.8,0.5,5.504275321960449,8.008081341915853,2.4604501724243164,2.5428905487060547,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
weight_test_signed0.0,142,1.05,0.8,1.0,5.616194725036621,9.94342670260381,3.0593090057373047,3.798800468444824,0.0016240908298641443,0.5628097057342529,0.8963917266257883,14212346,weight_test_signed_chunk_11
